date,realReturn
1990.07,245986.05
1990.08,224585.02
1990.09,213057.41
1990.1,206881.72
1990.11,212581.84
1990.12,222336.44
1991.01,219501.58
1991.02,244615.54
1991.03,251689.54
1991.04,256995.17
1991.05,255779.28
1991.06,255912.52
1991.07,257533.59
1991.08,263660.86
1991.09,261714.6
1991.1,261806.84
1991.11,261086.62
1991.12,263335.54
1992.01,282304.66
1992.02,279598.4
1992.03,275379.27
1992.04,275711.25
1992.05,281011.04
1992.06,276287.2
1992.07,280970.27
1992.08,282812.39
1992.09,283080.19
1992.1,278746.91
1992.11,286028.08
1992.12,295593.17
1993.01,294563.77
1993.02,298597.69
1993.03,303957.82
1993.04,299047.23
1993.05,300797.48
1993.06,302980.45
1993.07,303165.28
1993.08,307656.23
1993.09,311180.18
1993.1,313748.5
1993.11,313558.09
1993.12,316341.04
1994.01,320954.26
1994.02,319620.65
1994.03,314002.07
1994.04,303085.01
1994.05,306087.18
1994.06,308435.81
1994.07,306010.06
1994.08,314172.98
1994.09,315894.32
1994.1,314286.63
1994.11,312710.5
1994.12,309507.15
1995.01,315828.43
1995.02,326586.48
1995.03,333834.41
1995.04,343438.95
1995.05,354240.42
1995.06,364783.66
1995.07,377728.79
1995.08,378677.71
1995.09,391990.52
1995.1,394284.81
1995.11,403850.27
1995.12,417813.28
1996.01,416058.98
1996.02,439208.27
1996.03,436080.42
1996.04,435265.54
1996.05,444664.97
1996.06,450066.21
1996.07,433596.54
1996.08,446087.8
1996.09,453680.6
1996.1,470882.42
1996.11,493740.56
1996.12,499661.17
1997.01,514319.38
1997.02,535071.12
1997.03,530407.6
1997.04,511708.13
1997.05,559227.47
1997.06,588339.36
1997.07,621314.04
1997.08,622314.87
1997.09,628173.46
1997.1,636931.97
1997.11,629987.24
1997.12,647389.88
1998.01,647722.87
1998.02,687916.85
1998.03,723127.28
1998.04,746380.32
1998.05,743357.66
1998.06,743315.78
1998.07,775576.74
1998.08,720631.83
1998.09,684497.39
1998.1,691643.7
1998.11,767548.26
1998.12,799537.71
1999.01,837855.74
1999.02,836283.47
1999.03,858128.66
1999.04,888140.12
1999.05,887262.35
1999.06,881834.37
1999.07,918953.26
1999.08,882155.18
1999.09,872705.13
1999.1,860064.38
1999.11,920633.7
1999.12,946492.74
2000.01,942568.08
2000.02,913798.3
2000.03,942044.79
2000.04,954906.92
2000.05,926716.01
2000.06,951040.51
2000.07,956901.1
2000.08,965886.89
2000.09,950501.84
2000.1,899385.71
2000.11,891923.34
2000.12,862804.97
2001.01,861280.52
2001.02,839519.81
2001.03,761554.09
2001.04,761939.14
2001.05,810684.31
2001.06,789981.24
2001.07,771132.94
2001.08,755357.68
2001.09,667393.07
2001.1,690968.27
2001.11,727111.44
2001.12,740693.95
2002.01,736820.84
2002.02,709313.15
2002.03,740227.17
2002.04,710245.62
2002.05,690219.56
2002.06,648996.5
2002.07,578526.78
2002.08,583167.91
2002.09,554497.51
2002.1,546017.09
2002.11,582198.66
2002.12,577451.37
2003.01,573632.32
2003.02,532732.71
2003.03,536479.98
2003.04,566065.91
2003.05,597110.26
2003.06,630482.47
2003.07,633557.19
2003.08,630112.41
2003.09,647932.88
2003.1,661800.66
2003.11,671641.73
2003.12,692984.98
2004.01,723660.86
2004.02,727607.03
2004.03,711643.37
2004.04,716250.03
2004.05,693834.08
2004.06,711414.48
2004.07,696598.88
2004.08,686580.38
2004.09,704208.69
2004.1,701243.37
2004.11,734340.21
2004.12,757148.73
2005.01,745380.23
2005.02,753578.64
2005.03,745833.47
2005.04,723016.59
2005.05,733441.02
2005.06,749061.93
2005.07,759100.21
2005.08,757585.77
2005.09,750542.35
2005.1,729391.64
2005.11,764439.62
2005.12,784017.24
2006.01,789509.03
2006.02,787798.16
2006.03,795113.79
2006.04,794710.89
2006.05,784576.92
2006.06,761854.15
2006.07,765088.49
2006.08,781098.28
2006.09,804827.53
2006.1,838488.4
2006.11,856558.64
2006.12,873672.4
2007.01,877058.65
2007.02,886325.19
2007.03,856608.85
2007.04,886668.88
2007.05,911185.94
2007.06,912571.48
2007.07,918062.39
2007.08,881123.08
2007.09,905732.87
2007.1,930850.4
2007.11,880891.29
2007.12,892409.89
2008.01,829085.25
2008.02,813764.9
2008.03,785590.11
2008.04,813999.07
2008.05,827893.81
2008.06,784834.57
2008.07,733280.43
2008.08,751759.53
2008.09,716310.67
2008.1,577487.74
2008.11,538091.3
2008.12,541797.17
2009.01,533519.99
2009.02,495278.45
2009.03,465957.4
2009.04,522039.76
2009.05,555174.35
2009.06,566209.32
2009.07,574325.39
2009.08,619546.53
2009.09,641731.91
2009.1,656495.72
2009.11,669745.42
2009.12,685835.41
2010.01,692765.72
2010.02,672509.76
2010.03,709554.87
2010.04,737282.8
2010.05,693377.79
2010.06,669463.48
2010.07,668262.83
2010.08,673110.02
2010.09,695402.39
2010.1,726336.1
2010.11,744122.04
2010.12,770439.37
2011.01,793346.64
2011.02,814340.13
2011.03,797516.26
2011.04,810028.3
2011.05,811565.9
2011.06,782695.06
2011.07,806271.98
2011.08,720442
2011.09,713686.42
2011.1,736772.78
2011.11,750446.7
2011.12,764019.99
2012.01,797068.14
2012.02,826623.03
2012.03,844066.8
2012.04,841219.3
2012.05,816191.74
2012.06,807987.09
2012.07,832968.19
2012.08,856442.03
2012.09,878418.41
2012.1,876880.16
2012.11,856083.05
2012.12,877097.83
2013.01,911857.14
2013.02,925565.27
2013.03,948298.64
2013.04,963105.92
2013.05,1005390.73
2013.06,991792.47
2013.07,1023686.03
2013.08,1025057.31
2013.09,1036095.06
2013.1,1060776.76
2013.11,1103987.6
2013.12,1120892.88
2014.01,1127567.5
2014.02,1121973.61
2014.03,1145163.12
2014.04,1143722.25
2014.05,1157222.34
2014.06,1192010.73
2014.07,1210332.23
2014.08,1207200.27
2014.09,1227759.7
2014.1,1198292.71
2014.11,1273555.91
2014.12,1288953.76
2015.01,1280696.48
2015.02,1311236.14
2015.03,1304223.67
2015.04,1313027.08
2015.05,1319172.42
2015.06,1308858.8
2015.07,1307742.21
2015.08,1277860.5
2015.09,1222182.14
2015.1,1275534.16
2015.11,1315731.3
2015.12,1305696.33
2016.01,1219867.65
2016.02,1212170.43
2016.03,1283778.25
2016.04,1313906.26
2016.05,1304639.09
2016.06,1314246.65
2016.07,1359793.44
2016.08,1374848.18
2016.09,1365544.38
2016.1,1356954.98
2016.11,1375405.36
2016.12,1429222.37
2017.01,1441381.41
2017.02,1473892.74
2017.03,1498468.9
2017.04,1491752.13
2017.05,1515717.38
2017.06,1541259.68
2017.07,1557576.86
2017.08,1556791.63
2017.09,1574210.91
2017.1,1618298.58
2017.11,1643995.93
2017.12,1692408.56
2018.01,1765094.83
2018.02,1706422.79
2018.03,1703691.25
2018.04,1668726.3
2018.05,1694430.69
2018.06,1727497.33
2018.07,1754709.75
2018.08,1796739.65
2018.09,1824823.43
2018.1,1751516.34
2018.11,1720941.63
2018.12,1630446.38
2019.01,1655609.41
2019.02,1744759.07
2019.03,1768789.92
2019.04,1825002.39
2019.05,1793249.67
2019.06,1818098.11
2019.07,1884553.96
2019.08,1825596.7
2019.09,1880467.26
2019.1,1876379.7
2019.11,1960641.84
2019.12,2010903.71
2020.01,2070188.26
2020.02,2067073.94
2020.03,1679710.2
2020.04,1764048.24
2020.05,1867869.54
2020.06,1978610.29
2020.07,2037076.66
2020.08,2150336.77
2020.09,2133867.55
2020.1,2169787.74
2020.11,2256951.77
2020.12,2350876.34
2021.01,2403277.71
2021.02,2454891.69
2021.03,2444001.39
